Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Addon Products (product.metafields.custom.addon_products),Model Information (product.metafields.custom.model_information), Size & Fit (product.metafields.custom.size_fit),Washing instructions (product.metafields.custom.washing_instructions),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Best uses (product.metafields.shopify.best-uses),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Flat shoe style (product.metafields.shopify.flat-shoe-style),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Lens polarization (product.metafields.shopify.lens-polarization),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Skirt style (product.metafields.shopify.skirt-style),Sleeve length type (product.metafields.shopify.sleeve-length-type),Sneaker style (product.metafields.shopify.sneaker-style),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
d03-winter-chaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_9562e114-e214-4728-8fbb-77100c14e506.jpg?v=1763336355,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-winter-chaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_67f54801-a729-455a-becb-f5d78b101dcf.jpg?v=1763336356,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-winter-chaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_41fb1492-2ec0-4c34-8fad-c2fd56702a5f.jpg?v=1763336356,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-winter-chaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_d7ec1b29-8ad4-482a-b270-ba660b7ecd99.jpg?v=1763336356,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-white-school,Women's White Top ESCL,"<p class=""p1"">Top<span class=""Apple-converted-space"">  </span>`ESCL`</p>
<p class=""p1"">white</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_6531f166-8ef0-46ea-9491-b73f5d50a9e7.jpg?v=1763336321,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,floral; white,,,,synthetic; polyester; nylon; mesh,,,,,,,,,,,,,,,short,,female,,crop-top,,,,,,,kg,,,active
d03-white-school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_1bd39a48-7ff4-4337-8870-b09467a93cea.jpg?v=1763336260,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-white-school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_76bf6e4e-b2a4-428e-acbd-df7c598e99c6.jpg?v=1763336260,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-white-school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_52fdc570-d498-4872-bcff-c84ba10eaf68.jpg?v=1763336260,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-white-school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_65ca3083-8d91-4a61-b16d-61c548de7141.jpg?v=1763336260,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-leopard,Women's Leopard Print Top,"<p class=""p1"">Top<span class=""Apple-converted-space"">  </span>`PCHO`</p>
<p class=""p1"">leo</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,120.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_90680f11-bdcc-42a5-84d2-4a6bbaa18863.jpg?v=1763336225,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
d03-leopard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_29005bb8-36ae-4e83-9f5d-5a3a2005f262.jpg?v=1763336224,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-leopard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_44a4d9d1-ec11-4952-aec3-f313c6039789.jpg?v=1763336225,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-leopard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_ce7d07d5-8b74-4583-8672-e62047a695cf.jpg?v=1763336225,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-leopard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_72513764-b38c-416e-b21c-80bd5e8c5a31.jpg?v=1763336225,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-jersey-green,Women's Green Sweater CEUR,"<p class=""p1"">Sweater <span class=""Apple-converted-space"">  </span>`CEUR`</p>
<p class=""p1"">green</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > Sweaters,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,130.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_2d0e5b71-c9ad-4fce-aed5-389e59950097.jpg?v=1763336180,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,green; pink; red,,,,,,,,,,,round,,,,,,,,,,female,,medium,,,,,,,kg,,,active
d03-jersey-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_9868c7b7-f56a-4e6c-a6a5-5ee1adbf4a4f.jpg?v=1763336179,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-jersey-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_de7fe48e-ae24-409b-8399-56605333e12a.jpg?v=1763336180,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-jersey-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_ef5709fe-dcbf-4e46-85d3-e25702a855cd.jpg?v=1763336182,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-jersey-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_4535789a-16ae-46d4-b741-6933f039f6c3.jpg?v=1763336180,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-jersey-black,D03.jersey.black,"<p class=""p1"">Sweater <span class=""Apple-converted-space"">  </span>`CEUR`</p>
<p class=""p1"">black</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > Sweaters,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,130.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_2f52337a-ed47-4435-9795-1f7386f7f024.jpg?v=1763336124,1,"",false,,,,,,,,,,adults,,,,red; black,,,,,,,,,,,round,,,,,,,,,,female,,crop-top,,,,,,,kg,,,active
d03-jersey-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_f3a073da-d406-4edf-9f41-1d6a560bf9ae.jpg?v=1763336123,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-jersey-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_61920baf-3339-4db7-81f8-c69368990cf5.jpg?v=1763336123,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-jersey-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_3ddd5ae6-fe92-4e06-8946-57f8ec5143b5.jpg?v=1763336123,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-jersey-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_05489596-a10e-46ad-a901-e98d9f18b253.jpg?v=1763336123,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-khaki,Women's Khaki Top JPN,"<p class=""p1"">Top <span class=""Apple-converted-space"">  </span>`JPN`</p>
<p class=""p1"">khaki</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > Overshirts,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,130.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_24e81ecd-db7b-42ee-8b07-adf52a7f6a29.jpg?v=1763336082,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,beige; brown,,,,linen,,,,,,,round,,,,,,,,long,,female,,long,,,,,,,kg,,,active
d03-japon-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_196710c3-b4cb-4493-827e-6c0cee24eccc.jpg?v=1763336082,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_47e8c9d6-1762-4b32-9db7-7e9c82e204b6.jpg?v=1763336082,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_0dc62425-84ee-4c9c-86a6-d42ce6aae133.jpg?v=1763336082,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_96f72fb6-fb84-4377-ae77-41f387feb0c5.jpg?v=1763336082,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_95286e85-2ec0-4747-a052-3bbe5c526eb3.jpg?v=1763336082,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-gray,Women's Grey Top JPN,"<p class=""p1"">Top <span class=""Apple-converted-space"">  </span>`JPN`</p>
<p class=""p1"">grey</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > Sweaters,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,130.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_d7c01a2a-2907-4f84-8698-a04b720fd671.jpg?v=1763336043,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,gray; multicolor; black,,,,,,,,,,,turtle,,,,,,,,,,female,,medium,,,,,,,kg,,,active
d03-japon-gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_ec50c155-1486-4014-b300-7da5f34aa931.jpg?v=1763336043,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_5109e8ba-2c25-4215-bc70-f8b225bb45dc.jpg?v=1763336043,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_6177430f-e25a-4bb2-ba87-39ac4b756ed7.jpg?v=1763336043,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_6847281d-6d99-4202-a392-0abec10125f5.jpg?v=1763336043,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-japon-gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_d9acf662-0a97-4211-a854-287639dd0ac0.jpg?v=1763336043,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-cup-tshirt,Women's White T-Shirt BLING,"<p class=""p1"">T Shirt<span class=""Apple-converted-space"">  </span>`BLING`</p>
<p class=""p1"">white</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_705fd28a-753a-40c0-9b56-ee0885486ead.jpg?v=1763336012,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,dots; white,,,,cotton; synthetic,,,,,,,round,,,,,,,,short,,female,,medium,,,,,,,kg,,,active
d03-cup-tshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_ee697ea7-f69c-4c28-b5c6-fc3530622cea.jpg?v=1763336011,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-cup-tshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_d0153884-a55f-4b50-a3d2-599a81a0d831.jpg?v=1763336011,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-cup-tshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_b7307e73-4d2d-45aa-a2c3-afa0e0e7218e.jpg?v=1763336011,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-cup-tshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_03743a84-4f64-4189-affc-e75e469e29ed.jpg?v=1763336011,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-chaqueta-green,Women's Green Jacket Montana,"<p class=""p1"">Jacket<span class=""Apple-converted-space"">  </span>`MONTANA`</p>
<p class=""p1"">green</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Trucker Jackets,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,190.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_6f7d94c3-d339-4557-9754-e0c882827a32.jpg?v=1763335968,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,green; black,,,,,,,,,,,round,,lightweight; pockets,,,,,,long,,female,,,,,,,,,kg,,,active
d03-chaqueta-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_f2713e35-25f8-4079-bf3b-6cb7975ceff5.jpg?v=1763335968,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-chaqueta-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_e22e5ea0-15aa-494c-ba73-15e801703016.jpg?v=1763335969,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-chaqueta-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_4868250f-84e0-47b4-a93c-fe7174b72376.jpg?v=1763335969,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-chaqueta-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_c91cc708-91d4-4a3e-a133-4732dbd8b0a2.jpg?v=1763335969,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-chaqueta,Women's Snake Print Jacket SPYTH,"<p class=""p1"">Jacket<span class=""Apple-converted-space"">  </span>`SPYTH`</p>
<p class=""p1"">Snake,rose</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_b7056be4-5406-481a-a288-b0ecf51b1622.jpg?v=1763335924,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,animal,,,,synthetic; faux-leather,,,,,,,round,,pockets; lightweight,,,,,,long,,female,,,,,,,,,kg,,,active
d03-chaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_2ca9a60f-c68f-4f0f-aa96-e41720508cdd.jpg?v=1763335924,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-chaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_00b624c9-e4ac-4bd0-9ce0-52dd748bb73c.jpg?v=1763335925,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-chaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_b60f020b-701e-4faa-aae0-09a4ede96380.jpg?v=1763335925,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-chaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_7055f91f-6bd3-4d71-86fd-691bc659ae88.jpg?v=1763335924,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-brown-short,Women's Brown Top BRONSK,"<p class=""p1"">Top<span class=""Apple-converted-space"">  </span>`BRONSK`</p>
<p class=""p1"">Brown</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,70.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_12ab9b4a-dee7-4a06-86aa-c01bd04ee861.jpg?v=1763335870,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,stretchable,floral; beige,,,,,,,,,,,v-neck,,,,,,,,short,,female,,crop-top,,,,,,,kg,,,active
d03-brown-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_fa03c5e2-4069-4bb1-bf58-da7468226f4b.jpg?v=1763335870,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-brown-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_444e96c9-3b92-4493-a6bc-ffd99caa837f.jpg?v=1763335871,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-brown-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_25faee8c-3206-4b1b-b108-b679a09c1f9f.jpg?v=1763335875,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-brown-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_23a86135-3d9c-4ee6-9786-ae92afa4f818.jpg?v=1763335871,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-body-rose,Women's Rose Body ROSTOA,"<p class=""p1"">Body<span class=""Apple-converted-space"">  </span>`ROSTOA`</p>
<p class=""p1"">Black,brown</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Top,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,90.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_61707c44-c2e7-4332-8d76-156cea7720c7.jpg?v=1763335829,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,black; floral; brown,,,,,,,,,,,turtle,,,,,,,,long,,female,,crop-top,,,,,,,kg,,,active
d03-body-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_5fbfc9e4-2809-40fa-b06c-a4ea5ad5ccf5.jpg?v=1763335829,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-body-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_3fc34b59-4031-45a7-b2eb-03e8f142cf89.jpg?v=1763335829,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-body-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_27825f69-585a-44fa-afc7-305d0047356c.jpg?v=1763335829,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-body-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_d4571aaa-ba3c-42bd-8d4e-f0cab0d1b29c.jpg?v=1763335829,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
