Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Addon Products (product.metafields.custom.addon_products),Model Information (product.metafields.custom.model_information), Size & Fit (product.metafields.custom.size_fit),Washing instructions (product.metafields.custom.washing_instructions),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Best uses (product.metafields.shopify.best-uses),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Flat shoe style (product.metafields.shopify.flat-shoe-style),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Lens polarization (product.metafields.shopify.lens-polarization),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Skirt style (product.metafields.shopify.skirt-style),Sleeve length type (product.metafields.shopify.sleeve-length-type),Sneaker style (product.metafields.shopify.sneaker-style),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
d03-bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_53894515-2afc-48e6-bb56-31a5dd0e0806.jpg?v=1763333212,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_bab6ca16-a36a-4f76-93ba-ffa880b71c71.jpg?v=1763333212,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_f3aac575-6101-4161-a5e6-110de550f7ba.jpg?v=1763333212,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_0a8d15f6-6fac-4769-973a-695dea2138de.jpg?v=1763333213,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-black-short,Women's Black Dress DRK,"<p class=""p1"">Dress<span class=""Apple-converted-space"">  </span>`DRK`</p>
<p class=""p1"">black</p>
<p class=""p1"">made in italy</p>
<p class=""p1"">35<span class=""Apple-converted-space"">  </span>% Cotton, 65 % Polyester</p>",DIRETTORE,Apparel & Accessories > Clothing > Dresses,Dresses,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_13142c82-f05d-45ea-a003-ed39617fc9e3.jpg?v=1763333171,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,stretchable,floral; black; geometric,everyday; casual; party,a-line,,polyester; cotton,,,,,,,v-neck,,,,,,short,,long,,female,,,,,,,,,kg,,,active
d03-black-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_49d0bd6b-0302-43eb-b1da-7c02ec36a6a0.jpg?v=1763333171,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-black-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_b3d21d1f-7359-431f-bad9-ce7a5c15c666.jpg?v=1763333171,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-black-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_a7b671ae-3006-40ea-8a03-74eaf6380d77.jpg?v=1763333171,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-black-short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_a29b95a3-62d9-4c05-81e8-4bd41305e3ab.jpg?v=1763333171,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-black-set-winter,Women's Black Winter Set,"<p class=""p1"">Jacket<span class=""Apple-converted-space"">  </span>`WINTER`</p>
<p class=""p1"">made in italy</p>
<p class=""p1"">100% Polyester</p>
<p class=""p1""> </p>
<p class=""p1"">Skirt<span class=""Apple-converted-space"">  </span>`WINTER`</p>
<p class=""p1"">made in italy</p>
<p class=""p1"">100% Polyester</p>",DIRETTORE,Apparel & Accessories > Clothing > Outfit Sets,Dresses,question,true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,290.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_a9f6ec33-ac76-42f8-b644-165db2a1f0cc.jpg?v=1763333026,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,insulated; water-resistant,black,,,,polyester,,,,,,,,,,,,,,,,,female,,,,,,,,,kg,,,active
d03-black-set-winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_b0e2770a-0091-4626-a756-dba980a80dc9.jpg?v=1763333025,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-black-set-winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_b9566343-8d6d-42d6-b650-45e967628c03.jpg?v=1763333026,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-black-set-winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_8917daf3-0755-45ac-943d-4dfe5af8c6f2.jpg?v=1763333026,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-black-set-winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_f43cfdab-e168-460e-b2f2-966862448560.jpg?v=1763333026,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-barbie,Women's Pink Dress Barbie,"<p class=""p1"">Dress<span class=""Apple-converted-space"">  </span>`Barbie`</p>
<p class=""p1"">made in italy</p>
<p class=""p1"">65% Viscose, 35% Nylon</p>",DIRETTORE,Apparel & Accessories > Clothing > Dresses,Dresses,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,190.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_f83dd657-7e8a-4d71-a5ec-c7b5add4cc30.jpg?v=1763332979,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C

Do not bleach

Do not drum dry

Iron at maximum temperature 100 °C

Delicate dry",,,,adults,,,,pink; white; gold,party; formal,sheath; flared,,viscose; nylon,,,,,,,round,,,,,,mini,,long,,female,,,,,,,,,kg,,,active
d03-barbie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_033bd7eb-a6d2-46a4-b92c-2c73702b3974.jpg?v=1763332979,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-barbie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_54d8b272-4e06-418d-ae1f-be0e4cae9120.jpg?v=1763332980,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-barbie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_c14b23da-283d-4d7d-85e6-c000afd6c19f.jpg?v=1763332979,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-barbie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_e4eb7ecc-f294-4a27-813e-23a65a051785.jpg?v=1763332980,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-milk,Women's White Pants BGB,"<p class=""p1"">Pants<span class=""Apple-converted-space"">  </span>`BGB`</p>
<p class=""p1"">white</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Pants > Trousers,Women-Bottoms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_91f83118-fcbb-40be-8aaf-232aaf87ea61.jpg?v=1763332892,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C
Do not bleach
Do not drum dry
Iron at maximum temperature 100 °C
Delicate dry",,,,adults,,,,beige; white,,,,,straight-leg,,,,,,,,,long,,,,,,,unisex,,,,,,,,,kg,,,active
d03-straight-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_fe5b4856-4cca-433d-aa7c-52b5827b09e3.jpg?v=1763332891,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_988f32c3-0aed-4289-a4ca-afba75597e59.jpg?v=1763332892,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_d128edb4-1e79-403a-a7e4-60517805598c.jpg?v=1763332892,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_1b52f0b6-4176-458f-a550-4826a54c442e.jpg?v=1763332892,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-black,Women's Black Pants BGB,"<p class=""p1"">Pants<span class=""Apple-converted-space"">  </span>`BGB`</p>
<p class=""p1"">black</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Pants > Trousers,Women-Bottoms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_2fdb38ff-e8a0-44ce-b254-60ddfd7cd1a4.jpg?v=1763332857,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C
Do not bleach
Do not drum dry
Iron at maximum temperature 100 °C
Delicate dry",,,,adults,,,,black,,,,,straight-leg,,,,,,,,,long,,,,,,,female,,,mid,,,,,,kg,,,active
d03-straight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_7fbea073-18c0-42a8-837c-fcc41ca62cf5.jpg?v=1763332857,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_92cb91e2-9066-46ac-a46f-63f7e56e39e2.jpg?v=1763332858,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_af029f60-c27d-48d2-af07-c52721f30cbd.jpg?v=1763332858,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_46aa2048-a445-4dc5-9168-4aa402442540.jpg?v=1763332860,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-beige,Women's Beige Pants BGB,"<p class=""p1"">Pants<span class=""Apple-converted-space"">  </span>`BGB`</p>
<p class=""p1"">beige</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Pants > Trousers,Women-Bottoms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_bc68c1b7-8d8b-4393-b384-0dbfdf682fd2.jpg?v=1763332813,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C
Do not bleach
Do not drum dry
Iron at maximum temperature 100 °C
Delicate dry",,,,adults,,,stretchable,brown; beige,,,,,straight-leg,,,,,,,,,long,,,,,,,unisex,,,mid,,,,,,kg,,,active
d03-straight-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_97052fd8-0495-428d-b7c1-ec87d75b5a72.jpg?v=1763332813,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_baf360fe-aa59-4426-be0f-db5451fd9de5.jpg?v=1763332813,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_4155ebf9-26f1-4417-a02a-b74944f76600.jpg?v=1763332814,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-straight-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_96c8cf50-66a6-4134-a174-5814232d24c7.jpg?v=1763332813,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-vine,Women's Red Skirt STN,"<p class=""p1"">Skirt<span class=""Apple-converted-space"">  </span>`STN`</p>
<p class=""p1"">red</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Skirts,Women-Bottoms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_82d29302-cc26-42ce-b823-5d9da152d287.jpg?v=1763332774,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C
Do not bleach
Do not drum dry
Iron at maximum temperature 100 °C
Delicate dry",,,,,lifestyle,,,red; purple; floral,,,,silk,,,,,,,,,,,,,maxi,gathered; tailored,,,female,,,,,,,,,kg,,,active
d03-silk-vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_c62ff52a-6f0e-41de-8aed-c75912025e51.jpg?v=1763332773,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_9abf5e0b-c890-48cc-8730-f69ebbd8c09d.jpg?v=1763332774,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_a31d5239-f5b6-4fd5-a80c-9c668872422c.jpg?v=1763332774,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_525c60ce-8626-4e48-996f-692658aca0ab.jpg?v=1763332774,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-milk,Women's Cream Skirt STN,"<p class=""p1"">Skirt<span class=""Apple-converted-space"">  </span>`STN`</p>
<p class=""p1"">cream</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Skirts,Women-Bottoms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_62d34ea9-21ce-4506-b897-7ec13320b2d6.jpg?v=1763332725,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C
Do not bleach
Do not drum dry
Iron at maximum temperature 100 °C
Delicate dry",,,,,lifestyle,,,beige; black,,,,silk,,,,,,,,,,,,,maxi,,,,female,,,,,,,,,kg,,,active
d03-silk-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_20753117-9c32-435b-9163-7255408a7e48.jpg?v=1763332725,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_0c53cc34-6307-4e9d-a241-1bc3f424464d.jpg?v=1763332725,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_8cc8299c-2512-4515-bb83-f79b827c9036.jpg?v=1763332725,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_a2e3be91-1c1f-4cec-88d5-868dd7c7ab73.jpg?v=1763332725,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-black,Women's Black Skirt STN,"<p class=""p1"">Skirt<span class=""Apple-converted-space"">  </span>`STN`</p>
<p class=""p1"">black</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Skirts,Women-Bottoms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_d57c1d50-9ba7-43fb-bb75-81892a0c7152.jpg?v=1763332690,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C
Do not bleach
Do not drum dry
Iron at maximum temperature 100 °C
Delicate dry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
d03-silk-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_70d035ca-3cbc-40b9-b69b-2c04293972df.jpg?v=1763332690,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_45fab6a6-6be6-4f9c-8b9f-050bb79c079f.jpg?v=1763332691,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_cc6c66ae-edd9-4f28-b8d1-9c0c8d0a62ac.jpg?v=1763332691,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-silk-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_75c1418b-735a-4ec9-aaa2-ba4a912cdf52.jpg?v=1763332691,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-white,D03.Rezinka.white,"<p class=""p1"">Pants<span class=""Apple-converted-space"">  </span>`ELEGT`</p>
<p class=""p1"">white</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Pants > Trousers,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_0caa3056-f5c8-4c0b-a1f1-d3b3478e5178.jpg?v=1763332650,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
d03-rezinka-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_afef2692-4b7a-4f00-a87e-9f43853bd511.jpg?v=1763332649,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_54b7b32a-eec8-439f-8ef5-13869041c21c.jpg?v=1763332650,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_d7d85a40-ebed-4c69-8aa8-5a94e48f5726.jpg?v=1763332650,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_bc7f9c20-5085-4bc2-98e2-bce0487b0f46.jpg?v=1763332650,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-vine,Women's Red Pants ELEGT,"<p class=""p1"">Pants<span class=""Apple-converted-space"">  </span>`ELEGT`</p>
<p class=""p1"">red</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Pants > Trousers,Women-Bottoms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_2c7cb5d8-ce86-49b4-aad1-b720800747a8.jpg?v=1763332612,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C
Do not bleach
Do not drum dry
Iron at maximum temperature 100 °C
Delicate dry",,,,adults,,,,red; green,,,,velvet,wide,,,,,,,,,long,,,,,,,female,,,mid,,,,,,kg,,,active
d03-rezinka-vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_392ba5bb-2c45-4b38-b6bc-ac6a9ee90908.jpg?v=1763332612,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/3_703a10a4-0080-46ab-b298-ed91e8253fac.jpg?v=1763332613,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/4_a2d9914f-92e9-4393-bb12-7f4d7fefbbb2.jpg?v=1763332612,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-vine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/5_d05bddde-1aac-4b75-ac0a-ab8f6b893d1b.jpg?v=1763332612,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d03-rezinka-green,Women's Green Pants ELEGT,"<p class=""p1"">Pants<span class=""Apple-converted-space"">  </span>`ELEGT`</p>
<p class=""p1"">black</p>
<p class=""p1"">made in italy</p>",DIRETTORE,Apparel & Accessories > Clothing > Pants > Trousers,Women-Bottoms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,110.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0731/8795/0763/files/1_7e6a7e2d-95c2-4e13-be90-ba5be262fc9e.jpg?v=1763332572,1,"",false,,,,,The model is 167 cm and 50 kg wearing size s,"Maximum wash 30°C
Do not bleach
Do not drum dry
Iron at maximum temperature 100 °C
Delicate dry",,,,adults,,,stretchable,green; checkered,,,,cotton; synthetic; polyester,wide,,,,,,,,,long,,,,,,,female,,,mid,,,,,,kg,,,active
d03-rezinka-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0731/8795/0763/files/2_610cd94a-0b64-42e6-977e-8dee13bb220a.jpg?v=1763332572,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
